[2016-11-28 12:06:51,920] DEBUG preRegister called. Server=com.sun.jmx.mbeanserver.JmxMBeanServer@66d3c617, name=log4j:logger=state.change.logger (state.change.logger)
[2016-11-28 12:12:28,742] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-29 (state.change.logger)
[2016-11-28 12:12:28,743] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-18 (state.change.logger)
[2016-11-28 12:12:28,743] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-7 (state.change.logger)
[2016-11-28 12:12:28,744] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-45 (state.change.logger)
[2016-11-28 12:12:28,749] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-23 (state.change.logger)
[2016-11-28 12:12:28,750] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-34 (state.change.logger)
[2016-11-28 12:12:28,750] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-26 (state.change.logger)
[2016-11-28 12:12:28,751] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-15 (state.change.logger)
[2016-11-28 12:12:28,751] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-4 (state.change.logger)
[2016-11-28 12:12:28,752] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-42 (state.change.logger)
[2016-11-28 12:12:28,757] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-20 (state.change.logger)
[2016-11-28 12:12:28,757] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-9 (state.change.logger)
[2016-11-28 12:12:28,757] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-31 (state.change.logger)
[2016-11-28 12:12:28,757] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-12 (state.change.logger)
[2016-11-28 12:12:28,757] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-1 (state.change.logger)
[2016-11-28 12:12:28,758] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-28 (state.change.logger)
[2016-11-28 12:12:28,759] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-17 (state.change.logger)
[2016-11-28 12:12:28,759] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-6 (state.change.logger)
[2016-11-28 12:12:28,761] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-39 (state.change.logger)
[2016-11-28 12:12:28,761] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-44 (state.change.logger)
[2016-11-28 12:12:28,762] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-36 (state.change.logger)
[2016-11-28 12:12:28,762] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-47 (state.change.logger)
[2016-11-28 12:12:28,763] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-3 (state.change.logger)
[2016-11-28 12:12:28,764] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-14 (state.change.logger)
[2016-11-28 12:12:28,765] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-25 (state.change.logger)
[2016-11-28 12:12:28,767] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-30 (state.change.logger)
[2016-11-28 12:12:28,768] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-41 (state.change.logger)
[2016-11-28 12:12:28,771] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-33 (state.change.logger)
[2016-11-28 12:12:28,771] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-11 (state.change.logger)
[2016-11-28 12:12:28,775] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-22 (state.change.logger)
[2016-11-28 12:12:28,775] TRACE Controller 0 epoch 1 sending UpdateMetadata request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition __consumer_offsets-0 (state.change.logger)
[2016-11-28 12:12:28,788] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,25] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,791] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,12] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,791] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,31] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,791] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,40] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,792] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,35] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,792] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,9] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,792] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,43] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,793] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,2] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,794] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,11] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,795] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,29] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,795] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,30] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,796] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,4] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,797] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,42] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,798] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,26] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,799] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,34] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,800] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,17] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,801] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,37] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,801] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,27] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,802] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,10] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,803] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,41] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,803] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,20] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,804] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,28] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,805] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,46] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,806] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,39] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,807] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,47] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,808] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,49] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,808] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,22] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,809] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,1] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,810] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,24] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,811] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,6] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,812] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,36] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,812] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,8] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,813] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,38] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,814] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,16] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,815] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,21] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,816] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,18] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,817] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,0] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,818] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,48] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,819] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,5] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,820] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,13] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,821] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,3] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,821] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,44] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,822] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,15] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,822] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,7] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,823] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,19] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,824] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,33] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,825] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,45] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,826] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,23] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,827] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,32] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,828] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,14] from NewReplica to OnlineReplica (state.change.logger)
[2016-11-28 12:12:28,791] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,0] (state.change.logger)
[2016-11-28 12:12:28,830] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,29] (state.change.logger)
[2016-11-28 12:12:28,830] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,48] (state.change.logger)
[2016-11-28 12:12:28,832] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,10] (state.change.logger)
[2016-11-28 12:12:28,832] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,45] (state.change.logger)
[2016-11-28 12:12:28,833] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,26] (state.change.logger)
[2016-11-28 12:12:28,833] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,7] (state.change.logger)
[2016-11-28 12:12:28,833] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,42] (state.change.logger)
[2016-11-28 12:12:28,834] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,4] (state.change.logger)
[2016-11-28 12:12:28,835] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,23] (state.change.logger)
[2016-11-28 12:12:28,836] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,1] (state.change.logger)
[2016-11-28 12:12:28,837] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,20] (state.change.logger)
[2016-11-28 12:12:28,838] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,39] (state.change.logger)
[2016-11-28 12:12:28,839] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,17] (state.change.logger)
[2016-11-28 12:12:28,840] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,36] (state.change.logger)
[2016-11-28 12:12:28,840] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,14] (state.change.logger)
[2016-11-28 12:12:28,841] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,33] (state.change.logger)
[2016-11-28 12:12:28,842] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,49] (state.change.logger)
[2016-11-28 12:12:28,843] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,11] (state.change.logger)
[2016-11-28 12:12:28,844] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,30] (state.change.logger)
[2016-11-28 12:12:28,844] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,46] (state.change.logger)
[2016-11-28 12:12:28,845] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,27] (state.change.logger)
[2016-11-28 12:12:28,846] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,8] (state.change.logger)
[2016-11-28 12:12:28,846] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,24] (state.change.logger)
[2016-11-28 12:12:28,846] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,43] (state.change.logger)
[2016-11-28 12:12:28,848] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,5] (state.change.logger)
[2016-11-28 12:12:28,848] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,21] (state.change.logger)
[2016-11-28 12:12:28,848] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,2] (state.change.logger)
[2016-11-28 12:12:28,849] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,40] (state.change.logger)
[2016-11-28 12:12:28,850] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,37] (state.change.logger)
[2016-11-28 12:12:28,851] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,18] (state.change.logger)
[2016-11-28 12:12:28,852] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,34] (state.change.logger)
[2016-11-28 12:12:28,852] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,15] (state.change.logger)
[2016-11-28 12:12:28,853] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,12] (state.change.logger)
[2016-11-28 12:12:28,854] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,31] (state.change.logger)
[2016-11-28 12:12:28,855] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,9] (state.change.logger)
[2016-11-28 12:12:28,856] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,47] (state.change.logger)
[2016-11-28 12:12:28,857] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,19] (state.change.logger)
[2016-11-28 12:12:28,858] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,28] (state.change.logger)
[2016-11-28 12:12:28,893] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,38] (state.change.logger)
[2016-11-28 12:12:28,893] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,35] (state.change.logger)
[2016-11-28 12:12:28,895] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,44] (state.change.logger)
[2016-11-28 12:12:28,895] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,6] (state.change.logger)
[2016-11-28 12:12:28,895] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,25] (state.change.logger)
[2016-11-28 12:12:28,896] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,16] (state.change.logger)
[2016-11-28 12:12:28,897] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,22] (state.change.logger)
[2016-11-28 12:12:28,897] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,41] (state.change.logger)
[2016-11-28 12:12:28,898] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,32] (state.change.logger)
[2016-11-28 12:12:28,900] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,3] (state.change.logger)
[2016-11-28 12:12:28,901] TRACE Broker 0 handling LeaderAndIsr request correlationId 3 from controller 0 epoch 1 starting the become-leader transition for partition [__consumer_offsets,13] (state.change.logger)
[2016-11-28 12:12:29,662] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,22] (state.change.logger)
[2016-11-28 12:12:29,662] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,25] (state.change.logger)
[2016-11-28 12:12:29,663] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,28] (state.change.logger)
[2016-11-28 12:12:29,664] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,31] (state.change.logger)
[2016-11-28 12:12:29,664] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,34] (state.change.logger)
[2016-11-28 12:12:29,665] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,37] (state.change.logger)
[2016-11-28 12:12:29,666] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,40] (state.change.logger)
[2016-11-28 12:12:29,666] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,43] (state.change.logger)
[2016-11-28 12:12:29,667] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,46] (state.change.logger)
[2016-11-28 12:12:29,668] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,49] (state.change.logger)
[2016-11-28 12:12:29,669] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,41] (state.change.logger)
[2016-11-28 12:12:29,670] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,44] (state.change.logger)
[2016-11-28 12:12:29,671] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,47] (state.change.logger)
[2016-11-28 12:12:29,672] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,1] (state.change.logger)
[2016-11-28 12:12:29,673] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,4] (state.change.logger)
[2016-11-28 12:12:29,674] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,7] (state.change.logger)
[2016-11-28 12:12:29,675] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,10] (state.change.logger)
[2016-11-28 12:12:29,676] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,13] (state.change.logger)
[2016-11-28 12:12:29,677] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,16] (state.change.logger)
[2016-11-28 12:12:29,678] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,19] (state.change.logger)
[2016-11-28 12:12:29,679] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,2] (state.change.logger)
[2016-11-28 12:12:29,680] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,5] (state.change.logger)
[2016-11-28 12:12:29,681] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,8] (state.change.logger)
[2016-11-28 12:12:29,682] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,11] (state.change.logger)
[2016-11-28 12:12:29,683] TRACE Broker 0 stopped fetchers as part of become-leader request from controller 0 epoch 1 with correlation id 3 for partition [__consumer_offsets,14] (state.change.logger)
